playtime,joincount,game_interactions,tnt_ratio,grieferbool
15,2,390,25,1
13,10,134,30,1
834,19,391,2,0
392,36,671,13,0
13,14,90,30,1
32,42,928,25,0
4,0,281,16,1
39,2,250,27,1
6,7,429,19,1
43,5,393,19,1
15,17,491,29,1
159,0,975,3,0
5,3,375,18,1
626,18,519,5,0
9,4,185,12,1
3,11,153,3,0
840,39,124,15,0
477,46,593,26,0
48,7,130,27,1
990,19,992,10,0
723,25,879,24,0
15,12,75,12,1
7,18,49,11,1
48,4,198,12,1
23,8,475,30,1
280,6,300,18,0
217,29,616,4,0
13,18,159,27,1
35,13,173,10,1
135,28,261,23,0
204,14,817,6,0
774,48,961,27,0
132,47,392,21,0
406,19,363,2,0
12,12,241,18,1
144,7,544,23,0
7,17,233,12,1
522,3,816,30,0
488,22,323,28,0
45,11,161,15,1
470,48,563,8,0
498,49,19,29,0
820,19,251,14,0
27,11,468,16,1
951,48,889,27,0
17,5,53,13,1
0,9,378,30,1
19,11,111,24,1
908,42,799,15,0
28,1,152,26,1
979,26,385,26,0
45,9,392,26,1
19,8,82,10,1
119,29,599,2,0
320,14,960,14,0
5,2,330,22,1
316,42,499,30,0
943,6,99,4,0
238,17,166,1,0
856,30,354,9,0
712,0,46,18,0
50,10,386,12,1
15,12,181,20,1
372,25,165,9,0
501,10,127,27,0
173,20,561,7,0
12,2,327,29,1
547,32,128,29,0
744,16,770,18,0
32,17,185,12,1
35,16,319,27,1
859,29,682,3,0
48,13,78,24,1
17,7,259,23,1
970,10,318,13,0
969,0,762,2,0
865,44,650,10,0
642,23,477,15,0
39,3,30,21,1
971,19,217,12,0
301,47,601,19,0
0,16,305,23,1
945,20,141,9,0
858,4,862,3,0
27,3,477,29,1
11,9,159,27,1
41,1,304,14,1
663,25,117,8,0
720,8,982,2,0
155,36,520,13,0
589,40,100,10,0
942,9,176,10,0
587,16,120,6,0
529,38,801,29,0
556,23,853,1,0
295,41,384,24,0
235,24,778,30,0
322,10,989,6,0
34,15,342,14,1
218,11,3,25,0
20,9,155,21,1
19,14,365,22,1
781,12,156,21,0
837,20,295,18,0
937,27,412,9,0
34,19,272,29,1
12,10,231,21,1
422,28,256,8,0
14,6,459,20,1
34,15,494,27,1
21,0,350,19,1
219,33,298,3,0
378,16,814,3,0
722,48,763,8,0
858,5,253,24,0
17,20,275,24,1
595,32,424,11,0
97,36,97,24,0
365,22,768,0,0
609,46,655,6,0
42,12,113,10,1
845,17,936,4,0
186,28,722,2,0
0,4,171,15,1
47,0,2,24,1
33,9,255,18,1
395,45,326,26,0
232,36,66,8,0
551,37,212,23,0
19,11,245,29,1
953,11,996,20,0
261,34,289,6,0
41,6,232,13,1
489,49,714,14,0
541,41,62,29,0
16,3,435,18,1
44,14,36,20,1
18,9,411,12,1
802,10,941,3,0
2,14,197,15,1
27,1,328,24,1
944,47,60,9,0
998,9,332,29,0
14,5,115,29,1
343,18,383,5,0
416,1,707,30,0
147,11,902,0,0
175,19,919,25,0
1,8,471,28,0
964,7,187,24,0
152,13,801,26,0
45,18,46,21,1
32,18,171,11,1
7,16,373,20,1
13,8,178,21,1
157,48,400,11,0
604,32,195,30,0
24,15,325,22,1
356,22,730,19,0
45,15,435,19,1
112,25,412,10,0
267,24,156,11,0
887,38,449,22,0
28,18,299,20,1
842,20,976,0,0
985,38,208,27,0
25,20,112,14,1
944,50,690,23,0
26,17,653,3,0
13,9,149,27,1
785,41,256,7,0
4,14,395,10,1
37,2,402,11,1
743,41,567,30,0
16,18,416,11,1
28,4,252,10,1
3,19,111,18,1
638,32,121,20,0
193,21,405,30,0
28,10,474,16,1
5,5,177,25,1
29,13,392,13,1
308,45,462,28,0
24,9,439,28,1
13,10,88,30,1
6,1,211,21,1
834,2,987,30,0
154,26,446,29,0
110,50,240,5,0
434,37,788,0,0
207,46,534,15,0
25,20,376,17,1
510,25,27,4,0
375,37,604,16,0
180,43,17,3,0
540,25,387,8,0
47,12,101,12,1
36,14,56,17,1
748,39,415,22,0
193,16,866,22,0
26,31,817,2,0
167,20,683,22,0
6,20,425,28,1
38,19,889,18,0
546,1,913,17,0
370,38,742,18,0
29,13,445,11,1
12,1,148,23,1
323,4,323,30,0
32,1,413,24,1
383,17,909,28,0
37,6,260,18,1
50,12,316,13,0
796,48,973,20,0
362,27,44,2,0
3,9,414,19,1
750,3,799,23,0
198,7,233,18,0
502,49,814,23,0
30,6,271,30,1
18,16,287,21,1
531,15,2,23,0
4,6,123,25,1
676,27,760,15,0
20,1,353,16,1
16,13,243,19,1
835,29,495,21,0
9,11,195,19,1
273,32,846,18,0
798,22,428,13,0
568,36,831,0,0
354,20,241,25,0
9,10,83,28,1
338,35,411,7,0
26,1,397,19,1
50,9,462,15,1
864,31,433,15,0
26,1,23,12,1
198,27,313,15,0
223,31,848,28,0
594,39,539,8,0
306,49,634,21,0
21,5,122,14,1
205,25,334,6,0
313,27,344,11,0
49,16,246,24,1
30,20,160,17,1
35,33,711,27,0
946,1,572,16,0
5,15,173,19,1
30,17,85,16,1
44,19,358,15,1
11,19,82,16,1
865,28,694,21,0
563,18,898,16,0
506,33,40,5,0
786,10,755,22,0
0,44,332,9,0
18,18,260,21,1
36,3,57,14,1
46,12,31,14,1
464,16,470,4,0
565,43,538,23,0
223,36,999,11,0
22,19,24,30,1
8,5,88,11,1
896,2,148,18,0
47,4,155,23,1
35,6,239,18,1
11,5,263,14,1
41,17,283,20,0
39,16,445,12,1
8,3,226,29,1
7,12,322,17,1
4,17,89,30,1
38,20,944,5,0
25,17,203,12,1
767,33,173,5,0
15,0,414,25,1
17,4,20,30,1
10,1,168,21,1
7,6,483,21,1
431,49,990,10,0
791,3,97,7,0
26,6,121,15,1
346,0,595,29,0
913,45,578,3,0
929,31,615,9,0
835,5,247,18,0
37,15,238,13,1
269,26,927,3,0
14,15,190,29,1
12,13,193,16,1
81,46,950,26,0
46,19,231,25,1
674,3,40,21,0
34,14,12,15,1
912,5,983,6,0
50,14,58,24,1
245,29,815,13,0
833,30,331,11,0
79,17,103,26,0
780,19,607,8,0
10,19,920,8,0
972,19,72,8,0
631,20,862,18,0
374,2,631,11,0
14,3,238,20,1
226,0,730,9,0
49,11,243,25,1
566,30,832,14,0
26,20,120,12,1
36,3,284,24,1
13,2,426,25,1
619,4,1000,5,0
14,5,132,27,1
876,26,917,21,0
416,40,213,15,0
5,0,429,12,1
37,11,137,18,1
791,2,540,9,0
923,0,328,12,0
16,12,389,20,1
42,3,245,24,1
39,10,59,26,1
88,26,631,10,0
788,32,913,19,0
33,6,323,28,1
34,14,220,27,1
3,3,461,12,1
19,5,56,23,1
50,0,131,26,1
482,44,994,26,0
2,9,319,30,1
645,16,106,4,0
45,7,257,21,1
643,50,991,18,0
282,23,328,13,0
377,8,945,3,0
233,28,666,11,0
880,36,143,18,0
858,50,792,18,0
30,5,145,29,1
30,13,165,25,1
262,4,695,0,0
10,5,162,12,1
150,11,647,16,0
7,17,347,26,1
215,41,23,8,0
428,50,305,23,0
8,17,329,10,1
48,8,458,13,1
328,18,56,14,0
32,15,367,14,1
403,8,917,23,0
880,36,572,22,0
15,19,125,28,1
40,11,85,10,1
565,20,582,21,0
45,5,305,22,1
36,3,181,23,1
17,12,30,13,1
455,27,401,28,0
228,27,26,7,0
17,19,17,11,1
25,1,465,12,1
31,13,265,12,1
11,19,189,20,1
10,4,121,15,1
12,17,296,17,1
54,40,962,24,0
760,12,262,21,0
750,50,289,2,0
16,4,354,29,1
13,7,93,29,1
46,10,273,27,1
46,39,361,30,0
5,19,395,22,1
7,20,126,26,1
10,15,352,14,1
7,13,47,24,1
538,22,278,9,0
20,10,479,17,1
31,12,255,18,1
958,49,398,10,0
48,17,481,30,1
246,28,320,17,0
4,1,28,21,1
284,4,935,1,0
30,17,324,30,1
16,17,95,14,1
41,10,452,15,1
48,4,141,21,1
758,48,736,30,0
285,2,793,14,0
347,38,114,12,0
751,26,462,22,0
28,10,293,14,1
611,41,1,10,0
44,17,62,19,1
21,0,9,14,1
164,8,125,30,0
430,23,873,1,0
634,9,162,28,0
3,7,155,17,1
43,13,138,18,1
12,20,132,21,1
957,33,27,3,0
681,48,35,9,0
254,38,630,4,0
28,18,365,20,1
37,2,478,24,1
40,3,359,30,1
46,19,137,22,1
811,16,717,5,0
13,20,273,20,1
11,1,280,21,1
35,18,427,25,1
630,24,502,18,0
50,13,353,24,1
37,1,99,12,1
11,7,304,27,1
919,22,246,23,0
548,14,974,26,0
505,35,550,21,0
13,4,319,29,1
6,17,100,16,1
3,4,199,30,1
985,19,669,11,0
28,3,244,19,1
20,10,353,10,1
2,5,493,17,1
762,20,262,25,0
27,10,307,12,1
42,11,464,14,1
695,45,875,19,0
354,40,404,27,0
10,16,167,18,1
12,4,166,10,1
15,6,368,14,1
210,31,651,20,0
45,13,143,16,1
8,15,487,19,1
40,19,446,19,1
8,20,472,28,1
20,0,147,12,1
995,18,856,30,0
33,17,172,13,1
110,34,330,16,0
211,33,386,4,0
30,10,460,23,1
35,1,444,23,1
35,14,202,27,1
2,11,6,28,1
75,17,368,14,0
31,11,83,14,1
47,28,724,19,0
662,20,912,4,0
34,13,218,18,1
807,29,765,0,0
806,20,249,12,0
141,37,421,5,0
569,26,921,22,0
662,19,423,9,0
424,38,1,21,0
372,47,616,1,0
612,16,427,15,0
387,30,975,12,0
44,16,478,29,1
36,5,5,16,1
47,3,294,14,1
923,3,702,26,0
899,27,21,8,0
516,21,127,5,0
962,47,347,11,0
14,5,401,10,1
404,17,386,16,0
46,12,11,18,1
49,13,114,20,1
885,37,241,29,0
19,17,441,18,1
34,8,200,21,1
921,13,167,11,0
567,18,17,3,0
278,14,919,27,0
35,11,484,24,1
207,28,859,15,0
12,12,467,25,1
620,35,239,27,0
281,8,76,5,0
758,7,351,15,0
19,14,182,26,1
918,37,780,30,0
11,20,445,10,1
4,10,326,15,1
764,7,134,22,0
48,13,97,29,1
42,6,405,26,1
34,13,465,29,1
10,7,255,26,1
677,46,776,9,0
386,45,165,13,0
43,3,275,14,1
828,34,16,29,0
29,11,367,12,1
683,30,824,7,0
334,20,884,28,0
21,4,362,15,1
876,0,596,14,0
525,21,570,21,0
4,6,119,17,1
27,10,269,14,1
8,15,422,21,1
1,12,142,19,1
559,6,475,10,0
140,8,201,1,0
400,34,425,0,0
216,47,68,8,0
4,17,369,12,1
509,41,105,11,0
20,3,452,29,1
738,8,153,1,0
28,0,76,25,1
31,1,331,30,1
415,44,607,30,0
248,13,757,20,0
36,20,285,14,1
44,1,331,18,1
520,2,690,20,0
7,15,223,30,1
33,8,276,11,1
6,14,310,10,1
658,5,597,6,0
2,12,262,14,1
20,19,329,12,1
3,9,238,11,1
20,11,170,14,1
31,22,854,25,0
10,13,271,14,1
540,21,987,15,0
554,4,395,11,0
36,18,218,10,1
138,21,341,25,0
43,5,414,20,1
9,3,218,12,1
783,6,204,26,0
88,31,114,5,0
27,0,248,22,1
913,12,406,4,0
879,33,489,6,0
38,19,307,16,1
704,21,302,30,0
8,8,349,20,1
317,48,235,28,0
48,0,248,28,1
505,17,24,7,0
36,11,77,19,1
39,0,429,24,1
825,45,642,14,0
993,47,456,22,0
91,11,528,4,0
19,18,108,29,1
30,2,480,24,1
25,18,346,16,1
732,13,627,9,0
24,2,188,28,1
924,26,142,1,0
228,31,216,13,0
368,34,382,7,0
7,2,410,25,1
21,10,138,16,1
45,11,118,23,1
4,11,40,13,1
396,43,192,14,0
36,15,259,27,1
38,6,222,16,1
5,4,229,16,1
46,0,107,27,1
217,23,503,2,0
305,16,274,10,0
191,48,346,19,0
7,1,277,18,1
969,14,715,8,0
18,17,220,13,1
29,7,233,24,1
146,28,195,22,0
850,36,824,15,0
22,0,387,17,1
17,2,289,30,1
101,14,437,10,0
47,16,128,13,1
24,25,999,7,0
15,16,170,16,1
62,18,310,9,0
630,31,819,26,0
788,48,853,29,0
29,18,79,18,1
65,20,643,4,0
847,10,779,1,0
6,18,82,21,1
16,19,373,3,0
439,29,689,23,0
113,24,256,13,0
81,50,560,8,0
23,3,210,16,1
4,2,323,21,1
40,17,405,22,1
117,10,728,16,0
30,1,199,21,1
811,27,322,12,0
47,10,106,21,1
971,36,741,29,0
14,15,74,29,1
525,11,747,24,0
19,10,111,26,1
48,16,195,14,1
44,10,360,24,1
21,5,214,23,1
675,9,621,20,0
9,5,52,17,1
4,13,309,19,1
64,4,931,12,0
108,34,462,25,0
507,36,718,7,0
212,8,142,26,0
807,4,346,1,0
507,0,71,6,0
592,4,886,1,0
573,21,661,18,0
33,9,297,11,1
826,30,984,25,0
598,26,288,20,0
27,16,31,20,1
742,29,772,4,0
745,29,179,28,0
2,5,3,17,1
52,20,953,0,0
735,28,407,10,0
15,16,378,18,1
442,19,912,11,0
31,0,143,19,1
12,7,177,19,1
382,16,526,0,0
762,34,440,24,0
216,35,877,2,0
16,2,96,23,1
945,40,654,26,0
9,4,186,13,1
853,24,521,26,0
941,13,738,18,0
13,17,177,11,1
7,16,209,14,1
632,8,556,26,0
861,15,561,25,0
17,4,449,17,1
43,2,344,16,1
1,10,79,24,1
445,25,455,11,0
122,11,440,5,0
406,4,35,28,0
6,3,217,27,1
442,18,574,28,0
373,16,420,2,0
259,22,879,8,0
238,7,174,15,0
18,3,476,19,1
310,11,692,22,0
17,1,335,17,1
988,37,214,22,0
31,4,200,19,1
96,45,985,17,0
503,8,137,6,0
954,22,104,5,0
19,3,239,22,1
16,10,307,15,1
6,20,23,30,1
26,15,136,20,1
235,7,932,24,0
199,47,514,20,0
3,9,349,22,1
37,12,754,13,0
30,1,438,28,1
49,13,448,12,1
44,20,93,16,1
21,0,155,16,1
203,14,491,13,0
36,17,48,29,1
16,15,279,29,1
22,20,238,15,1
670,3,771,15,0
29,6,478,0,0
400,24,678,9,0
806,22,893,21,0
39,11,365,14,1
472,41,355,30,0
3,15,238,25,1
482,15,924,13,0
45,5,197,23,1
4,20,245,22,1
30,14,205,11,1
634,15,222,3,0
42,18,82,30,1
32,20,243,17,1
824,22,747,19,0
14,7,57,12,1
28,9,152,25,1
870,10,861,9,0
445,40,338,19,0
41,5,146,24,1
49,14,131,10,1
272,39,138,22,0
32,11,276,24,1
279,4,972,22,0
987,42,310,5,0
362,44,202,0,0
108,8,908,22,0
17,8,82,27,1
825,41,417,13,0
15,1,107,16,1
284,2,277,26,0
22,3,468,22,1
26,7,448,10,1
18,4,156,24,1
106,32,92,2,0
348,3,427,23,0
549,30,559,22,0
4,20,72,13,1
206,10,584,14,0
298,21,560,20,0
121,39,168,23,0
626,45,993,19,0
336,36,430,3,0
82,25,951,16,0
34,1,196,30,1
11,10,482,16,1
66,27,112,3,0
41,4,99,15,1
35,4,415,29,1
939,13,847,17,0
317,18,789,14,0
474,39,846,19,0
636,40,812,23,0
432,24,579,1,0
632,45,552,23,0
212,27,173,9,0
51,32,194,10,0
966,27,68,17,0
954,21,396,24,0
903,42,790,23,0
45,17,284,29,1
45,0,361,26,1
129,32,534,6,0
367,1,411,0,0
16,6,164,14,1
617,44,958,26,0
35,15,365,29,1
341,25,271,8,0
411,14,415,30,0
8,12,496,18,1
35,19,413,10,1
101,49,755,10,0
28,13,42,21,1
45,12,85,21,1
117,41,457,2,0
789,4,709,6,0
8,4,479,21,1
31,8,68,25,1
212,21,362,11,0
47,12,492,19,1
783,4,570,2,0
36,7,268,19,1
24,43,205,10,0
42,13,316,17,1
782,46,730,22,0
25,6,22,20,1
48,23,893,9,0
23,13,399,25,1
48,16,399,21,1
31,6,295,17,1
547,12,204,24,0
33,16,431,20,1
551,10,547,25,0
413,27,268,6,0
983,37,590,28,0
202,20,819,14,0
328,18,359,15,0
12,12,302,26,1
2,20,483,21,1
33,15,49,12,1
568,24,787,20,0
16,18,458,13,1
120,24,966,0,0
29,1,213,25,1
553,8,390,4,0
28,3,320,19,1
700,41,648,8,0
43,23,322,11,0
27,4,482,25,1
101,17,271,30,0
752,47,938,26,0
156,19,175,13,0
227,28,839,20,0
49,13,429,18,1
983,44,927,24,0
138,27,175,29,0
15,14,458,17,1
30,18,38,26,1
246,27,230,10,0
37,0,224,22,1
782,7,818,27,0
23,4,101,29,1
769,37,264,4,0
35,6,417,13,1
825,11,320,10,0
503,17,449,30,0
399,24,211,2,0
149,4,560,11,0
133,14,856,24,0
41,14,1,22,1
43,20,369,1,0
24,17,421,25,1
831,47,616,16,0
23,0,345,27,1
49,16,471,12,1
6,10,450,16,1
531,34,872,6,0
953,5,791,11,0
373,28,331,28,0
2,10,23,12,1
658,6,806,28,0
304,24,880,19,0
1,2,457,30,1
29,15,326,18,1
544,49,881,11,0
371,42,329,24,0
68,4,20,18,0
9,19,74,27,1
262,4,496,6,0
31,18,248,23,1
122,7,653,18,0
39,8,164,20,1
722,24,824,15,0
37,3,287,28,1
9,18,285,11,1
23,12,498,26,1
925,31,909,20,0
6,11,204,20,1
141,24,949,24,0
977,30,245,13,0
648,15,627,3,0
3,16,33,29,1
28,7,54,13,1
57,6,664,7,0
2,3,203,11,1
710,33,789,26,0
22,11,230,19,1
19,8,314,18,1
188,28,533,21,0
827,6,828,12,0
116,2,647,10,0
309,45,656,28,0
19,19,398,15,1
2,1,113,19,1
37,18,437,16,1
371,48,502,22,0
11,8,67,16,1
34,14,227,13,1
642,25,524,28,0
13,17,496,27,1
78,46,524,26,0
998,33,570,26,0
726,21,293,28,0
45,16,122,17,1
512,49,680,20,0
137,5,458,25,0
47,6,416,25,1
15,14,114,18,1
571,19,58,4,0
770,27,436,10,0
982,1,606,4,0
20,13,178,30,1
821,14,0,16,0
36,1,242,27,1
565,47,597,6,0
418,23,168,7,0
170,33,723,11,0
7,2,383,28,1
37,9,117,20,1
31,10,257,19,1
10,18,43,1,0
986,3,980,12,0
131,2,175,22,0
50,20,268,27,1
35,0,326,23,1
579,33,924,25,0
35,6,232,17,1
404,6,690,27,0
399,4,901,10,0
287,22,225,6,0
393,4,950,28,0
807,19,654,9,0
434,45,2,16,0
30,48,536,25,0
310,4,953,7,0
326,27,311,2,0
425,28,884,24,0
23,2,40,19,1
689,3,728,16,0
0,1,162,29,1
993,16,444,24,0
21,10,214,18,1
28,13,67,30,1
311,15,253,27,0
0,13,483,26,1
3,9,200,17,1
75,14,419,26,0
758,3,799,28,0
727,17,978,28,0
153,23,9,21,0
23,38,252,27,0
957,4,135,11,0
516,46,392,17,0
4,16,333,26,1
39,10,53,10,1
998,49,331,30,0
35,6,564,20,0
0,17,423,26,1
23,1,446,29,1
21,3,284,18,1
816,39,722,20,0
13,20,144,12,1
368,22,26,15,0
903,48,909,23,0
26,14,73,14,1
390,13,876,30,0
50,17,117,26,1
426,45,469,5,0
13,4,122,28,1
614,38,460,27,0
23,10,477,22,1
49,1,405,23,1
16,5,70,21,1
129,40,136,24,0
809,27,524,11,0
397,28,888,0,0
616,4,570,10,0
48,18,410,21,1
20,1,273,20,1
272,33,779,0,0
18,19,140,16,1
382,34,901,26,0
160,44,245,19,0
164,19,97,18,0
782,10,487,30,0
391,30,597,2,0
736,42,331,10,0
616,16,668,28,0
18,12,324,26,1
15,10,331,16,1
36,13,58,30,1
30,12,173,25,1
49,0,349,24,1
41,5,497,18,1
61,38,49,11,0
376,23,954,29,0
394,14,581,9,0
42,4,274,26,1
3,18,481,14,1
47,4,179,24,1
38,14,229,24,1
4,20,158,10,1
436,25,528,1,0
229,33,757,19,0
100,13,458,29,0
361,21,932,22,0
46,15,330,11,1
110,36,814,28,0
18,2,155,25,1
139,42,796,1,0
9,19,82,23,1
352,50,296,9,0
205,34,550,17,0
2,15,148,19,1
15,19,139,17,1
924,1,682,9,0
39,4,98,14,1
391,2,382,18,0
28,3,46,26,1
595,30,863,18,0
12,15,382,27,1
7,12,356,12,1
757,2,735,22,0
38,3,167,30,1
448,21,208,14,0
438,6,502,7,0
328,7,153,6,0
15,17,455,14,1
869,43,302,1,0
672,20,956,23,0
37,13,156,29,1
46,6,403,29,1
200,7,519,20,0
838,23,875,26,0
5,1,36,26,1
0,16,358,30,1
39,17,294,20,1
539,10,284,0,0
22,18,6,19,1
121,42,630,3,0
116,2,109,12,0
481,42,132,1,0
11,7,379,23,1
39,0,204,15,1
330,14,734,2,0
367,13,787,30,0
698,35,677,21,0
37,19,415,23,1
34,8,12,30,1
1,1,271,13,1
40,20,64,17,1
4,18,186,24,1
731,37,545,26,0
9,11,272,19,1
447,18,709,26,0
10,5,239,17,1
875,44,458,27,0
17,2,116,20,1
583,39,442,6,0
26,20,492,15,1
723,23,32,4,0
21,14,164,20,1
720,31,816,29,0
1,11,147,17,1
280,37,379,5,0
968,16,92,18,0
834,6,837,25,0
888,35,314,4,0
972,32,446,10,0
9,11,231,28,1
5,9,23,29,1
41,15,35,12,1
875,2,468,20,0
932,23,651,12,0
46,20,132,15,1
472,20,134,15,0
33,7,262,19,1
5,2,314,11,1
46,1,196,12,1
551,17,475,1,0
585,25,560,19,0
696,46,207,30,0
145,41,182,22,0
37,14,280,21,1
43,5,157,16,1
918,14,760,25,0
573,40,243,21,0
41,11,233,11,1
541,46,609,5,0
81,10,840,23,0
34,0,297,25,1
50,17,233,13,1
40,17,428,14,1
801,3,837,22,0
34,2,152,22,1
47,14,127,25,1
29,11,476,26,1
65,24,221,21,0
841,33,379,28,0
41,16,423,16,1
305,44,177,23,0
721,18,597,12,0
26,9,185,13,1
749,35,290,21,0
19,20,100,24,1
72,30,945,16,0
412,46,728,25,0
41,20,248,12,1
1,10,43,20,1
714,28,586,16,0
8,19,202,14,1
799,8,470,23,0
12,20,391,22,1
705,16,942,16,0
995,21,797,15,0
97,35,226,8,0
561,47,553,22,0
628,6,360,28,0
456,21,313,25,0
49,16,387,4,0
27,15,174,21,1
867,46,280,30,0
371,39,860,13,0
22,16,162,24,1
42,15,124,26,1
519,45,294,11,0
86,49,319,15,0
295,22,329,28,0
983,2,134,7,0
37,11,350,23,1
26,6,184,16,1
35,5,147,26,1
274,46,86,20,0
22,14,277,28,1
131,8,951,29,0
28,1,264,29,1
993,40,629,6,0
560,19,554,29,0
984,37,741,30,0
182,38,319,20,0
43,4,701,10,0
66,3,683,5,0
8,11,78,29,1
18,2,102,30,1
374,8,668,19,0
709,16,537,14,0
58,20,768,2,0
34,10,250,21,1
302,35,311,4,0
23,3,174,16,1
19,3,216,25,1
28,13,150,20,1
4,0,336,16,1
31,13,223,20,1
11,7,30,24,1
468,10,34,23,0
527,23,7,0,0
682,3,111,22,0
37,18,269,17,1
45,7,144,22,1
821,26,817,18,0
455,45,176,24,0
897,23,44,18,0
657,37,334,4,0
330,16,539,0,0
867,31,769,14,0
33,7,176,10,1
0,2,325,12,1
26,11,59,29,1
34,5,144,23,1
269,44,846,1,0
331,37,795,28,0
15,1,4,28,1
43,11,418,28,1
41,2,269,19,1
671,17,392,5,0
391,49,879,5,0
37,9,367,25,1
925,37,772,24,0
634,29,772,21,0
119,37,471,4,0
17,8,239,15,1
35,1,224,29,1
682,2,496,22,0
138,34,363,0,0
10,13,201,26,1
0,3,46,15,1
35,4,78,20,1
27,4,351,27,1
23,2,145,20,1
16,1,459,18,1
67,33,77,30,0
626,30,448,26,0
29,9,83,18,1
561,40,224,14,0
24,4,483,21,1
45,14,39,20,1
430,9,540,16,0
7,11,121,27,1
6,2,45,16,1
703,21,11,23,0
736,22,317,0,0
14,18,184,30,1
48,2,488,12,1
21,6,320,21,1
596,37,782,10,0
7,12,235,27,1
466,2,447,1,0
29,14,76,21,1
406,43,689,26,0
960,32,856,17,0
916,44,19,27,0
32,13,358,10,1
10,18,89,13,1
26,9,42,20,1
965,21,914,24,0
380,0,825,5,0
754,4,10,14,0
211,46,987,7,0
407,2,401,30,0
30,4,426,29,1
663,26,597,19,0
9,4,53,27,1
312,39,728,9,0
47,8,67,14,1
34,0,80,29,1
987,12,250,20,0
257,37,352,20,0
28,14,228,27,1
691,24,498,20,0
33,0,399,13,1
901,23,253,18,0
15,16,259,12,1
43,0,410,28,1
4,16,365,26,1
25,11,411,17,1
17,15,363,25,1
319,8,934,16,0
46,12,164,20,1
28,15,393,21,1
21,10,439,13,1
235,32,220,29,0
11,16,8,17,1
254,41,773,16,0
423,46,318,23,0
660,40,962,3,0
714,47,485,24,0
42,16,378,27,1
828,0,922,18,0
481,39,803,3,0
774,42,933,3,0
19,2,355,20,1
14,17,378,13,1
503,49,880,15,0
25,1,430,19,1
36,11,368,27,1
722,18,149,28,0
24,8,287,21,1
2,8,405,11,1
37,0,295,24,1
196,13,874,22,0
306,39,654,30,0
14,20,266,21,1
803,45,677,6,0
950,49,592,17,0
20,18,367,20,1
563,13,875,5,0
132,22,189,2,0
18,14,145,12,1
999,50,984,4,0
17,2,376,21,1
5,12,234,17,1
6,4,447,28,1
120,43,388,28,0
9,6,361,12,1
154,16,314,4,0
33,7,237,21,1
25,14,350,15,1
34,11,294,28,1
25,8,92,20,1
111,0,43,23,0
269,38,865,22,0
906,29,24,8,0
29,16,32,26,1
955,13,735,29,0
78,29,710,13,0
49,3,423,12,1
23,20,278,14,1
17,19,118,27,1
857,40,267,26,0
6,11,24,21,1
392,10,363,20,0
33,3,301,23,1
782,34,380,20,0
775,12,682,23,0
593,40,534,10,0
37,0,216,22,1
574,25,802,8,0
19,10,240,20,1
2,0,470,24,1
306,33,926,12,0
618,22,136,17,0
49,12,97,16,1
519,38,894,18,0
50,12,316,20,1
0,8,139,28,1
830,14,777,3,0
44,21,918,7,0
4,11,191,12,1
41,8,4,27,1
1,9,38,28,1
804,39,153,17,0
41,5,26,17,1
43,8,404,28,1
46,10,264,10,1
791,12,994,4,0
44,15,120,20,1
32,2,382,11,1
25,14,64,19,1
7,12,185,16,1
44,18,91,27,1
358,26,626,19,0
22,4,385,11,1
37,8,38,11,1
46,20,320,25,1
247,20,325,13,0
586,46,146,25,0
31,6,84,16,1
16,14,238,11,1
444,31,179,0,0
366,42,624,29,0
371,49,16,11,0
915,34,352,4,0
3,10,202,15,1
816,23,827,8,0
951,36,76,30,0
3,9,193,12,1
30,0,388,22,1
319,19,859,3,0
956,3,235,21,0
822,21,211,2,0
24,10,416,18,1
558,25,391,11,0
723,9,550,0,0
321,28,789,0,0
24,12,453,19,1
5,16,265,20,1
28,14,51,30,1
5,11,834,9,0
43,14,448,27,1
8,15,87,16,1
4,8,214,27,1
50,11,149,18,1
8,16,104,27,1
184,50,57,23,0
543,18,15,8,0
16,12,107,20,1
83,22,23,27,0
744,14,697,3,0
37,11,328,21,1
877,18,363,16,0
35,9,373,21,1
38,8,411,27,1
690,33,289,27,0
675,3,323,4,0
932,3,64,27,0
898,30,819,23,0
6,13,203,30,1
889,46,735,28,0
698,20,523,14,0
718,36,739,2,0
936,6,244,12,0
13,15,424,24,1
735,30,86,26,0
6,1,99,12,1
236,5,292,30,0
37,10,130,19,1
31,11,470,28,1
49,3,33,16,1
348,49,205,5,0
23,7,455,20,1
38,3,452,11,1
4,9,317,15,1
955,36,260,4,0
10,5,464,14,1
7,8,175,19,1
35,18,4,30,1
22,3,234,20,1
25,18,172,16,1
197,14,599,1,0
7,2,23,30,1
673,12,392,3,0
268,39,197,9,0
656,34,58,23,0
428,33,207,24,0
767,50,304,26,0
428,11,448,23,0
490,4,875,12,0
8,11,212,18,1
4,12,429,17,1
17,10,159,13,1
996,21,876,6,0
954,39,443,7,0
789,12,414,18,0
16,19,46,24,1
964,25,557,30,0
632,6,479,9,0
45,3,84,25,1
16,20,254,25,1
8,0,19,25,1
744,38,817,18,0
235,26,417,30,0
5,2,251,18,1
291,38,829,27,0
698,21,99,0,0
44,8,491,29,1
829,4,464,19,0
21,13,91,17,1
1,13,204,28,1
207,25,661,17,0
300,10,550,23,0
583,1,396,11,0
514,1,749,0,0
68,39,70,13,0
891,23,826,4,0
6,19,466,24,1
15,1,40,16,1
182,1,403,4,0
